-78.010521,-0.103813,15.033848,27.188297,28.225334
5.368,0.1092,-0.5728,0.1229,28.3735
9.0511,0.145,-1.5794,0.4797,28.3761
9.567,0.0792,0.6244,-0.1185,28.3735
2.0726,-0.0705,-0.5478,0.6885,28.3792
2.236,-0.0645,2.5084,0.9881,28.3731
5.35,0.1197,-0.4345,0.5536,28.3653
6.7632,0.1635,-1.1136,0.685,28.3663
10.6739,0.076,-0.1235,-0.2034,28.3814
3.3969,-0.0899,-0.5533,0.5603,28.3717
2.6742,-0.0581,2.1887,0.7443,28.3681
5.3706,0.1433,-0.0682,0.8139,28.3738
3.717,0.1688,-0.3797,0.6931,28.3735
11.9179,0.0413,-0.9355,-0.1645,28.3839
3.1343,-0.102,-0.141,0.5131,28.3743
5.4295,-0.0543,1.1605,0.3306,28.3759
4.5137,0.1192,0.9947,0.7089,28.3751
2.5727,0.1508,-0.1029,0.8079,28.3768
10.2219,0.0245,-0.6658,0.2535,28.3775
3.9183,-0.05,-0.4547,0.7593,28.3681
8.8068,-0.0116,-0.3338,-0.1244,28.3679
3.4431,0.0979,1.8776,0.7504,28.3768
2.6264,0.1066,-0.1591,0.496,28.3731
6.6005,-0.0082,0.3305,0.9631,28.3716
4.4144,0.0012,-0.6751,0.8624,28.3735
11.1025,0.061,-1.1097,-0.7827,28.3808
5.0756,0.0714,1.5343,1.0887,28.3768
2.5807,0.0111,-0.6114,0.0996,28.3756
3.4167,-0.0626,2.0224,1.37,28.3728
4.7783,0.0746,-0.412,0.2997,28.3672
8.9162,0.1145,-1.3834,0.5122,28.3822
9.2295,0.045,0.558,0.0114,28.3835
3.7409,-0.0882,-0.7434,0.6026,28.3681
2.7467,-0.1139,2.1245,0.861,28.3722
5.846,0.1258,-0.081,0.7625,28.3733
3.0898,0.1571,-0.039,0.68,28.3699
10.5923,0.0472,-0.7353,0.1414,28.3764
3.586,-0.1163,-0.4175,0.6552,28.3867
8.2765,-0.0683,0.0593,-0.021,28.3813
4.2492,0.0983,1.5666,0.5144,28.3729
2.5309,0.1209,-0.1596,0.3952,28.3739
5.5306,-0.0018,0.7807,1.0851,28.3681
3.8581,-0.0228,-0.6126,0.7176,28.3642
11.207,0.0458,-1.1956,-0.17,28.3823
7.6524,0.0827,1.0029,0.5252,28.3756
3.1633,0.0044,-0.9518,0.7311,28.3732
2.9769,-0.1138,2.3991,0.7183,28.3772
5.4577,0.0572,-0.3437,0.6905,28.3717
4.2057,0.1313,-0.1528,0.597,28.3706
10.4709,0.0925,-0.5785,-0.1032,28.3791
3.3793,-0.0853,-0.4433,0.5752,28.3679
8.0876,-0.0887,0.1623,0.2322,28.3762
4.5135,0.0581,1.2653,0.4883,28.3804
2.5603,0.106,-0.1641,0.2677,28.3693
5.102,0.0022,1.2501,1.1004,28.3699
3.5217,-0.0264,-0.4006,0.6429,28.3629
10.3502,0.0444,-1.2266,0.3659,28.3697
8.9992,0.1051,0.4443,0.0437,28.3779
