5.071714,0.088234,-4.342341,1.751003,27.074368
5.2728,-0.0071,-0.7089,0.5486,27.0131
5.2294,0.0236,-0.4145,0.1898,27.0368
6.5152,0.0102,-0.2384,0.5067,27.0216
5.7424,0.0209,-0.8623,0.3339,27.0219
5.3025,-0.015,-0.8403,0.274,27.0125
5.6916,0.0152,0.1557,0.6675,27.0212
5.9319,0.0618,-0.7128,0.4985,27.0329
4.7401,-0.0344,-0.5583,0.4438,27.0187
6.6624,0.0254,-0.4446,0.1922,27.021
5.3892,0.0605,-0.1532,0.6164,27.0241
4.8561,-0.0223,-0.5975,0.3772,27.0322
6.2783,0.0329,-0.5941,0.2833,27.0228
5.9249,0.0411,-0.1791,0.4523,27.025
5.2171,-0.0151,-0.6942,0.5015,27.0171
5.3255,0.023,-0.4996,0.2188,27.0253
6.533,0.0147,-0.127,0.5626,27.0336
5.7012,0.0309,-0.809,0.4761,27.0253
5.2598,-0.011,-0.7265,0.258,27.0248
5.7326,0.0219,0.0079,0.5835,27.025
5.9268,0.0588,-0.5976,0.5263,27.0314
4.6931,-0.0216,-0.5269,0.4357,27.0353
6.7814,0.0295,-0.5509,0.2981,27.0293
5.3989,0.06,-0.1822,0.4707,27.0241
4.7849,-0.0292,-0.6646,0.4543,27.0145
6.1831,0.0299,-0.5096,0.1958,27.0232
6.1313,0.0274,-0.3715,0.4778,27.0205
5.2626,-0.0122,-0.5441,0.4806,27.0156
5.4161,0.0147,-0.6074,0.2065,27.0221
6.2555,0.0074,-0.1393,0.6702,27.0137
5.8816,0.0317,-0.8209,0.4576,27.0157
5.1874,-0.0252,-0.6732,0.3562,27.0181
5.6972,0.0105,0.1473,0.5672,27.0268
5.9546,0.0504,-0.6724,0.5508,27.0187
4.6094,-0.0411,-0.5485,0.2947,27.0227
7.0671,0.0201,-0.5654,0.1868,27.03
5.2384,0.0595,-0.2593,0.6137,27.0186
4.9587,-0.0404,-0.5799,0.394,27.0247
5.982,0.0294,-0.5982,0.236,27.0212
6.1573,0.0219,-0.2833,0.5509,27.0224
5.5185,-0.0033,-0.6644,0.378,27.0219
5.2678,0.0157,-0.6361,0.1918,27.0173
6.2652,0.017,0.0067,0.6912,27.0272
5.8436,0.0281,-0.9201,0.5708,27.016
5.1607,-0.0139,-0.6197,0.2089,27.0225
5.9585,0.0097,-0.1042,0.603,27.0294
5.7478,0.0524,-0.4823,0.3877,27.0174
4.8146,-0.0375,-0.5966,0.4129,27.0128
6.9407,0.0291,-0.5477,0.2066,27.018
5.2463,0.0534,-0.1651,0.6073,27.015
5.0815,-0.0231,-0.6836,0.3416,27.0196
5.7653,0.0301,-0.4333,0.2609,27.0276
6.4372,0.0277,-0.4716,0.616,27.0245
5.3397,-0.0178,-0.5423,0.3967,27.029
5.4713,0.0081,-0.6932,0.1297,27.0204
6.1826,0.0082,-0.0958,0.6965,27.0193
5.8895,0.0253,-0.7683,0.5022,27.0245
5.2323,-0.0213,-0.7421,0.3944,27.0296
5.769,0.0207,0.0477,0.4923,27.0225
6.001,0.0608,-0.4343,0.5599,27.0171
4.6541,-0.0303,-0.5393,0.3732,27.027
7.041,0.0226,-0.5536,0.161,27.0155
5.2985,0.0574,-0.3082,0.605,27.0187
4.8846,-0.0309,-0.4451,0.3028,27.0201
5.8611,0.0159,-0.5041,0.3699,27.0283
6.4365,0.0136,-0.3358,0.379,27.0212
5.5976,-0.0219,-0.7506,0.4606,27.0243
5.4522,0.0052,-0.6229,0.166,27.0251
6.0121,0.0254,-0.0896,0.7316,27.0192
6.0376,0.0429,-0.8009,0.5073,27.0127
5.0606,-0.0201,-0.6275,0.3383,27.0257
5.9588,0.0138,-0.1001,0.5666,27.0132
5.8624,0.0468,-0.3999,0.3941,27.0296
4.6716,-0.0323,-0.535,0.4286,27.0249
7.108,0.0201,-0.5965,0.0751,27.0189
5.2754,0.0377,-0.2193,0.6096,27.0139
5.1591,-0.0276,-0.6231,0.416,27.0118
5.6021,0.0193,-0.5328,0.265,27.0272
6.6009,0.0278,-0.4589,0.5729,27.021
5.539,-0.0025,-0.6197,0.3332,27.0235
5.4534,-0.0075,-0.6195,0.1903,27.0241
6.0413,0.0181,-0.0754,0.6782,27.0156
5.9108,0.0369,-0.768,0.5085,27.0204
5.0093,-0.0227,-0.6896,0.4615,27.016
6.1587,0.0159,-0.0813,0.3699,27.0186
5.8604,0.0531,-0.3639,0.5823,27.0163
4.7823,-0.0261,-0.5959,0.3695,27.0162
6.9946,0.0217,-0.7005,0.1203,27.0288
5.4395,0.0463,-0.1671,0.6058,27.0111
5.0711,-0.019,-0.6367,0.4074,27.0222
5.506,0.0157,-0.3731,0.3824,27.0264
6.752,0.0233,-0.3526,0.4474,27.0137
5.5651,0.0115,-0.6968,0.5168,27.011
5.5479,-0.0055,-0.7617,0.1275,27.017
5.8419,0.0114,-0.0359,0.7351,27.0198
6.0665,0.0369,-0.7156,0.5128,27.0159
5.0672,-0.0301,-0.6688,0.4111,27.0203
6.2621,0.0263,-0.2575,0.4387,27.0243
5.7788,0.0682,-0.2473,0.4857,27.0207
4.6924,-0.022,-0.6799,0.4094,27.0102
7.0288,0.0273,-0.5822,0.1838,27.0229
5.3705,0.048,-0.1925,0.5686,27.0246
5.2812,-0.0143,-0.6417,0.5739,27.0145
5.3745,0.0164,-0.4111,0.3251,27.0236
6.7721,0.0231,-0.4486,0.4766,27.0228
5.7778,0.0031,-0.6442,0.271,27.0197
5.5359,-0.0183,-0.7705,0.2363,27.0278
5.8667,0.0185,-0.0613,0.7289,27.0193
5.9727,0.0435,-0.7104,0.5372,27.0203
5.012,-0.0212,-0.6328,0.5093,27.0263
6.4109,0.0289,-0.1789,0.3231,27.0193
5.6985,0.0511,-0.2516,0.487,27.0237
4.7418,-0.0311,-0.6186,0.3195,27.0132
6.9472,0.0169,-0.62,0.2887,27.0287
5.4926,0.044,-0.1604,0.5196,27.0154
5.4125,-0.0135,-0.7027,0.3879,27.0225
5.2766,0.0139,-0.4191,0.349,27.0244
6.9146,0.017,-0.2506,0.5031,27.0182
5.7318,0.0147,-0.7278,0.4945,27.0257
5.5162,-0.0012,-0.7718,0.1867,27.0224
5.7882,0.022,-0.0474,0.7519,27.0147
5.9662,0.0419,-0.5684,0.6045,27.0236
5.0831,-0.0273,-0.6637,0.5542,27.0251
6.4105,0.0202,-0.3427,0.4298,27.0243
5.7848,0.0519,-0.1858,0.4429,27.0246
4.7003,-0.019,-0.6748,0.3935,27.0311
6.89,0.0242,-0.6188,0.1282,27.0189
5.6122,0.0353,-0.1779,0.5779,27.0256
5.466,-0.0172,-0.6637,0.4955,27.0182
5.1496,0.002,-0.4086,0.2809,27.0255
6.9713,0.0206,-0.3338,0.5316,27.0194
5.717,0.0137,-0.7438,0.4288,27.0151
5.6133,-0.0218,-0.7064,0.2161,27.0238
5.7042,0.0281,0.0425,0.6704,27.0209
6.1215,0.0466,-0.7697,0.5899,27.0227
4.9359,-0.03,-0.6504,0.4688,27.0197
6.5779,0.0225,-0.3731,0.2082,27.0195
5.7852,0.0475,-0.1938,0.5746,27.0246
4.7621,-0.023,-0.6158,0.408,27.0201
6.7705,0.0203,-0.6344,0.2418,27.0252
5.7468,0.036,-0.1507,0.4645,27.0233
5.4911,-0.0115,-0.6824,0.4519,27.0171
5.1651,0.0045,-0.4179,0.3219,27.0228
6.999,0.018,-0.243,0.4806,27.0231
5.675,0.0083,-0.8279,0.5253,27.0196
5.6955,-0.0271,-0.7073,0.1072,27.0221
5.6163,0.0181,-0.0768,0.6774,27.0159
6.2139,0.0426,-0.5848,0.5723,27.0255
4.8185,-0.0355,-0.6757,0.4765,27.0191
6.8032,0.021,-0.3761,0.3033,27.0227
5.6444,0.0466,-0.2075,0.5362,27.026
4.8328,-0.023,-0.6267,0.3215,27.0149
6.6445,0.0137,-0.6345,0.2479,27.0169
5.7898,0.0345,-0.1358,0.5954,27.0134
5.7048,-0.0025,-0.7769,0.397,27.0228
5.0098,0.0059,-0.3132,0.232,27.0228
7.111,0.0194,-0.335,0.4451,27.0186
5.6255,0.0158,-0.8022,0.4673,27.0156
5.6972,-0.0295,-0.7738,0.2664,27.021
5.609,0.0205,0.1754,0.6291,27.0164
6.2242,0.0423,-0.6705,0.6457,27.0167
4.8334,-0.0375,-0.6156,0.3815,27.0178
6.8732,0.0273,-0.5245,0.2234,27.0182
5.569,0.0511,-0.1725,0.6168,27.0074
4.9168,-0.0218,-0.6044,0.389,27.0211
6.4487,0.018,-0.6521,0.2567,27.0221
6.019,0.0319,-0.1277,0.5165,27.0174
5.6579,-0.0046,-0.8377,0.5408,27.012
5.0596,-0.001,-0.4077,0.264,27.0231
7.1926,0.0277,-0.2672,0.4545,27.0191
5.5136,0.0293,-0.8191,0.5698,27.0081
5.6885,-0.0221,-0.6434,0.2935,27.0182
5.6433,0.0312,-0.0508,0.6623,27.0137
6.2574,0.0483,-0.5363,0.632,27.0174
4.783,-0.0181,-0.5525,0.4187,27.0168
6.9846,0.0351,-0.5515,0.2499,27.0337
5.5673,0.0489,-0.2081,0.596,27.0245
4.9269,-0.0124,-0.6239,0.324,27.0242
6.3367,0.0213,-0.6183,0.3,27.0283
6.2608,0.0338,-0.2672,0.5785,27.0137
5.5993,0.0065,-0.6711,0.3602,27.0157
5.2031,0.0092,-0.4846,0.2997,27.0265
6.8962,0.028,-0.2754,0.5442,27.0172
5.714,0.0344,-0.7907,0.5964,27.0144
5.6513,-0.0307,-0.7356,0.3419,27.0189
5.6189,0.0324,0.1484,0.5452,27.0194
6.3473,0.0562,-0.6354,0.6213,27.0131
4.7191,-0.0286,-0.5779,0.2857,27.0203
7.2048,0.0246,-0.6268,0.188,27.0126
5.3485,0.0505,-0.1989,0.6498,27.0131
5.0937,-0.0224,-0.5701,0.3302,27.0239
6.2231,0.0184,-0.5493,0.3298,27.02
6.1412,0.0271,-0.1411,0.5998,27.0185
5.9407,0.0066,-0.8167,0.3112,27.0195
5.0296,-0.0132,-0.5512,0.3367,27.0228
6.9789,0.0235,-0.1374,0.6059,27.0261
5.6374,0.0349,-0.8115,0.5808,27.0127
5.6331,-0.0285,-0.6878,0.2339,27.0276
5.8479,0.0271,-0.026,0.6034,27.0147
6.1323,0.0532,-0.5218,0.4931,27.0159
4.8219,-0.0308,-0.5561,0.3675,27.0151
