-34.357695,0.032001,-8.404569,21.127192,28.126679
4.3054,-0.047,0.7911,-1.6432,28.3045
7.8456,0.0034,-2.1187,0.9795,28.2872
1.5831,0.0745,-0.3102,1.0316,28.2845
0.9975,-0.04,0.283,1.9405,28.2812
11.7593,0.1475,-0.5724,-1.8281,28.2938
7.1297,-0.0504,-1.0288,-0.3123,28.2951
6.0363,-0.0482,-1.1416,0.5115,28.2941
1.4522,0.0557,0.596,1.5522,28.2847
0.4742,-0.0272,1.2767,0.9726,28.2863
13.1016,0.1317,-1.3008,-1.4619,28.3103
7.3881,-0.0832,-2.2518,0.3328,28.289
5.4039,0.0095,-1.0007,0.817,28.2877
2.3249,0.0113,1.3779,1.8765,28.2873
2.7459,-0.0272,1.1176,-1.2191,28.2972
11.5217,0.0996,-2.9807,0.4005,28.2899
4.7279,-0.074,-1.5455,0.7533,28.2904
7.6078,0.0521,-1.2779,1.2197,28.2913
2.1852,0.0248,2.0451,0.1999,28.3008
5.06,-0.038,0.7369,-0.8121,28.2963
8.728,0.0875,-3.4745,1.0971,28.2886
1.6998,-0.0773,-0.3196,2.0924,28.2805
10.009,0.0916,-0.6319,0.0719,28.2976
3.2834,-0.0341,1.3477,-0.9231,28.2949
7.6879,-0.0535,-1.1401,0.3606,28.2949
2.9334,0.0361,-1.1448,0.6501,28.2945
2.0827,-0.0116,-0.193,2.3442,28.2796
11.4474,0.1222,-0.748,-0.4369,28.3012
5.3841,-0.0879,0.1267,-1.9426,28.3032
7.0357,-0.0302,-2.0558,0.9497,28.2942
1.6691,0.0735,0.0674,1.5222,28.2839
0.3203,-0.0403,1.1559,1.5289,28.2871
12.4432,0.129,-0.8294,-1.9573,28.3104
7.7767,-0.0571,-1.9288,0.2054,28.2997
5.0713,-0.0147,-0.8738,0.4764,28.2943
2.1658,-0.0025,1.0912,2.3226,28.2753
1.6539,-0.0305,0.9461,-0.0681,28.29
12.4593,0.1173,-1.9937,-0.7312,28.2992
6.3248,-0.0894,-1.9679,0.3754,28.288
6.5101,0.0077,-1.0994,0.919,28.2845
2.4769,0.0172,1.7813,1.481,28.2853
3.7989,-0.0173,1.1744,-1.5634,28.2943
10.7994,0.097,-3.9035,0.9755,28.2938
2.5617,-0.0988,-0.5906,1.4013,28.2868
8.7631,0.0829,-0.9345,0.7987,28.3011
2.5808,-0.035,1.6775,-0.3882,28.296
6.8187,-0.0221,-0.317,-0.011,28.2892
5.5684,0.0523,-2.5724,0.5587,28.2916
1.8538,-0.0545,-0.2292,2.2689,28.2841
11.0233,0.1186,-0.3762,-0.1188,28.2917
4.5429,-0.0192,0.8758,-1.3642,28.2955
7.8579,-0.0425,-2.1596,0.6729,28.2924
1.7707,0.0451,-0.0425,1.0424,28.2896
0.9977,-0.0412,0.1004,2.2992,28.2934
11.7594,0.1323,-0.8139,-1.3898,28.3051
7.0964,-0.0773,-1.0843,-0.3265,28.2913
6.1963,-0.0085,-1.3144,0.324,28.2949
1.5276,0.0526,0.5666,1.7601,28.2807
0.567,-0.0582,1.4302,0.7638,28.2813
13.0848,0.1144,-1.1947,-1.527,28.2988
7.4578,-0.0602,-2.4132,0.6659,28.2846
5.5733,0.0205,-0.7105,0.4369,28.2906
2.5667,0.0377,1.4245,1.9578,28.2857
2.5753,-0.0333,1.1472,-1.0004,28.298
11.6877,0.0938,-2.8473,0.3461,28.2892
4.7168,-0.0678,-1.4896,0.5668,28.2884
7.5943,0.0519,-1.1629,1.1349,28.2831
2.4051,-0.0042,2.0312,0.5151,28.288
5.137,-0.0474,0.7259,-0.8335,28.2971
8.877,0.0716,-3.5647,0.9247,28.2867
1.6785,-0.054,-0.4214,1.9239,28.2805
9.9645,0.1,-0.4831,0.4071,28.2898
3.3699,-0.0357,1.1764,-0.9088,28.2968
7.7859,-0.0111,-1.3031,0.5636,28.2841
2.8841,0.061,-1.1352,0.7822,28.2898
2.2298,-0.0294,-0.1297,2.4469,28.2829
11.5301,0.1076,-0.6137,-0.4994,28.2985
5.6453,-0.0888,-0.018,-1.6472,28.3032
7.1068,-0.0223,-1.9509,1.1541,28.2843
1.6472,0.0524,0.1712,1.3721,28.2902
0.3381,-0.0286,1.0135,1.7615,28.2842
12.4177,0.1295,-0.8997,-1.9095,28.302
7.9954,-0.0804,-1.8944,0.1128,28.2873
5.1968,0.0229,-0.8109,0.2811,28.296
2.0289,0.0338,1.0896,2.4666,28.2819
1.6962,-0.0277,0.9056,-0.1114,28.2884
12.7506,0.1124,-2.089,-0.6761,28.2974
6.4816,-0.087,-2.2281,0.4741,28.2861
6.4368,0.0312,-1.0346,0.938,28.2862
2.443,0.0112,1.821,1.3039,28.2826
3.8803,-0.0073,1.0654,-1.3415,28.3015
10.9235,0.1122,-3.7006,0.8205,28.2843
2.912,-0.0877,-0.5853,1.4716,28.2826
8.5433,0.0545,-1.1781,0.7189,28.2814
2.5948,-0.0063,1.9266,0.0655,28.2921
6.7897,-0.0235,-0.3023,-0.0207,28.292
5.9374,0.0619,-2.6376,0.7183,28.2909
1.86,-0.0556,0.0404,2.2509,28.2829
10.9618,0.0927,-0.5179,-0.0867,28.2844
4.5005,-0.0264,0.7625,-1.5277,28.2973
7.9247,0.0035,-2.0161,0.6401,28.2889
